Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
0240633c-f29d-42fe-81b3-9b1ebb185814,77,Other,Life,102761.14,3,1,4340.55,7931.47,Medium
dd2b18e0-692f-43cd-b01f-a788831fafb0,57,Female,Life,162031.61,5,0,3650.32,5883.94,Medium
9d33a04c-3f2f-421a-be57-296b508b4eb4,61,Male,Auto,117547.05,6,0,2826.88,7310.66,Medium
5b16c15b-e1ce-411f-8a08-34e60543d0b8,47,Male,Life,61881.15,7,1,1506.03,8479.23,Medium
ea9347df-e315-4e2c-b256-12c11fd87088,76,Male,Life,68086.88,7,1,4810.26,542.26,Medium
faedaa3a-bb0a-4e9d-8759-dfa17b5b48a5,40,Female,Auto,36811.07,8,1,1401.95,9962.41,Medium
9417680b-a9a1-4eb4-a23c-508ef775054d,65,Other,Property,127996.9,3,0,4376.36,1777.46,Low
b362d08c-113e-4a25-a09d-b3f2e596c090,36,Male,Property,162185.71,7,1,4158.44,168.04,Medium
01b4e381-18c8-4c34-8dc5-1bb6e72dc4ee,68,Other,Life,191899.18,4,0,4659.77,466.21,High
2d260134-b1ef-4389-bcb3-0d93462737d8,40,Female,Property,36461.51,0,1,1777.11,9971.25,High
28a28d5b-44e2-4d30-9f73-df57eba6a1bb,76,Male,Health,199999.61,2,0,3842.36,8061.55,High
b99ce4de-0dbe-44eb-a348-a8c682254fac,29,Male,Life,85189.26,1,0,4248.86,5892.75,Medium
92627b86-7526-4fea-bea9-ea859c4f3b23,37,Other,Health,149673.26,2,1,2816.02,729.03,Low
a2165dc9-97ee-440b-8a2e-388d65676f89,32,Female,Auto,141227.0,10,0,2529.64,1354.24,Low
